Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Card Payment,Current,2022-02-05 15:49:44,2022-02-07 21:56:06,jet2.com,-37.25,0.37,EUR,COMPLETED,447.87
Card Payment,Current,2022-02-13 14:12:27,2022-02-15 07:20:47,Commune De Perouges,-2.00,0.00,EUR,COMPLETED,445.87
Transfer,Current,2022-02-17 12:25:32,2022-02-17 12:25:32,Transfer from Fabien Martial Tissot,26.00,0.00,EUR,COMPLETED,471.87
Transfer,Current,2022-02-20 17:25:02,2022-02-20 17:25:03,Transfer from Fabien Martial Tissot,45.00,0.00,EUR,COMPLETED,516.87
Transfer,Current,2022-02-20 19:36:48,2022-02-20 19:36:48,Transfer to Fabien Martial Tissot,-23.60,0.00,EUR,COMPLETED,493.27
Card Payment,Current,2022-02-28 18:14:57,2022-03-01 08:06:33,Uber,-39.59,0.00,EUR,COMPLETED,453.68
Card Payment,Current,2022-03-01 23:11:44,2022-03-02 06:42:09,Couchsurfing,-2.15,0.00,EUR,COMPLETED,451.53
Transfer,Current,2022-03-06 17:57:07,2022-03-06 17:57:07,Transfer from SYLVIE GENEVIEVE YVONNE PEYRE,39.00,0.00,EUR,COMPLETED,490.53
Card Payment,Current,2022-03-17 09:30:03,2022-03-18 07:10:39,Uber,-37.27,0.00,EUR,COMPLETED,453.26
Transfer,Current,2022-03-20 18:56:59,2022-03-20 18:56:59,Transfer from MARGARITA ROSA PERILLA GARCIA,26.00,0.00,EUR,COMPLETED,479.26
Card Payment,Current,2022-03-20 14:55:29,2022-03-21 01:16:43,Google,-10.85,0.11,EUR,COMPLETED,468.30
Transfer,Current,2022-04-05 05:16:26,2022-04-05 05:16:26,Transfer to Fabien Martial Tissot,-18.00,0.00,EUR,COMPLETED,450.30
Card Payment,Current,2022-04-24 16:29:16,2022-04-25 02:45:02,Google Couchsurfing,-3.03,0.03,EUR,COMPLETED,447.24
Transfer,Current,2022-04-26 13:08:02,2022-04-26 13:08:02,Transfer to MARGARITA ROSA PERILLA GARCIA,-62.00,0.00,EUR,COMPLETED,385.24
Card Payment,Current,2022-04-26 17:47:16,2022-04-28 12:00:36,SEVICI,-3.59,0.00,EUR,COMPLETED,381.65
Card Payment,Current,2022-04-26 17:50:02,2022-04-28 12:00:36,SEVICI,-2.59,0.00,EUR,COMPLETED,379.06
Card Payment,Current,2022-05-01 14:05:40,,RideMovi,-1.00,0.00,EUR,REVERTED,
Card Payment,Current,2022-05-01 14:05:45,,RideMovi,-1.00,0.00,EUR,REVERTED,
Transfer,Current,2022-05-02 10:53:31,2022-05-02 10:53:31,Transfer from MARGARITA ROSA PERILLA GARCIA,62.00,0.00,EUR,COMPLETED,441.06
Transfer,Current,2022-05-28 10:16:31,2022-05-28 10:16:32,Transfer to NICOLAS ROGER SIMON FAUCOMPRET,-7.00,0.00,EUR,COMPLETED,434.06
Transfer,Current,2022-05-28 10:59:41,2022-05-28 10:59:41,Transfer from NICOLAS ROGER SIMON FAUCOMPRET,13.00,0.00,EUR,COMPLETED,447.06
Card Payment,Current,2022-06-07 13:56:55,,Amazon Web Services,-0.94,0.00,EUR,REVERTED,
Card Payment,Current,2022-06-22 06:10:59,2022-06-23 21:42:03,Bolt,-8.90,0.00,EUR,COMPLETED,438.16
Transfer,Current,2022-07-02 16:59:36,2022-07-02 16:59:36,Revolut Payments UAB,-20.00,0.00,EUR,COMPLETED,418.16
Transfer,Current,2022-07-03 08:01:14,2022-07-03 08:01:14,Revolut Payments UAB,-40.00,0.00,EUR,COMPLETED,378.16
Transfer,Current,2022-07-04 11:14:19,2022-07-04 11:14:19,Revolut Payments UAB,-63.00,0.00,EUR,COMPLETED,315.16
Transfer,Current,2022-07-15 00:53:20,2022-07-15 00:53:20,Balance migration to another region or legal entity,-315.16,0.00,EUR,COMPLETED,0.00
Transfer,Current,2022-07-15 00:53:20,2022-07-15 00:53:20,Balance migration to another region or legal entity,315.16,0.00,EUR,COMPLETED,315.16
Transfer,Current,2022-07-16 17:16:24,2022-07-16 17:16:24,Revolut Bank UAB,45.00,0.00,EUR,COMPLETED,360.16
Transfer,Current,2022-07-17 15:24:20,2022-07-17 15:24:20,Revolut Bank UAB,60.00,0.00,EUR,COMPLETED,420.16
Transfer,Current,2022-07-18 12:49:40,2022-07-18 12:49:49,Revolut Bank UAB,24.00,0.00,EUR,COMPLETED,444.16
Card Payment,Current,2022-07-20 17:13:33,2022-07-22 09:50:15,Solyde,-11.46,0.00,EUR,COMPLETED,432.70
Transfer,Current,2022-07-26 16:48:52,2022-07-26 16:48:52,Revolut Bank UAB,-97.00,0.00,EUR,COMPLETED,335.70
Transfer,Current,2022-07-26 16:52:52,2022-07-26 16:52:52,Revolut Bank UAB,90.00,0.00,EUR,COMPLETED,425.70
Transfer,Current,2022-07-28 21:04:30,2022-07-28 21:04:30,Revolut Bank UAB,-80.00,0.00,EUR,COMPLETED,345.70
Transfer,Current,2022-08-01 11:20:29,2022-08-01 11:20:33,Revolut Bank UAB,-60.00,0.00,EUR,COMPLETED,285.70
Transfer,Current,2022-08-02 20:05:22,2022-08-02 20:05:22,Revolut Bank UAB,43.00,0.00,EUR,COMPLETED,328.70
Card Payment,Current,2022-08-03 18:13:12,2022-08-04 10:48:49,Google,-14.99,0.00,EUR,COMPLETED,313.71
Card Payment,Current,2022-08-17 13:31:14,2022-08-18 03:00:26,Bolt,-5.40,0.00,EUR,COMPLETED,308.31
Card Payment,Current,2022-08-21 20:17:18,2022-08-22 11:38:56,Roc31579esso2,-19.99,0.00,EUR,COMPLETED,288.32
Card Payment,Current,2022-08-22 14:34:47,2022-08-24 12:05:04,Lidl,-85.69,0.00,EUR,COMPLETED,202.63
Transfer,Current,2022-08-29 09:19:21,2022-08-29 09:19:21,Revolut Bank UAB,19.50,0.00,EUR,COMPLETED,222.13
Card Payment,Current,2022-08-29 09:24:49,2022-08-30 13:48:15,Mermoz Santy,-10.49,0.00,EUR,COMPLETED,211.64
Card Payment,Current,2022-09-01 11:30:37,2022-09-03 10:58:41,Relais Lyon Berliet,-65.93,0.00,EUR,COMPLETED,145.71
Transfer,Current,2022-09-12 13:34:03,2022-09-12 13:34:03,Revolut Bank UAB,10.00,0.00,EUR,COMPLETED,155.71
Transfer,Current,2022-09-14 14:07:27,2022-09-14 14:07:27,Revolut Bank UAB,-40.00,0.00,EUR,COMPLETED,115.71
Transfer,Current,2022-09-29 16:18:43,2022-09-29 16:18:47,Revolut Bank UAB,70.00,0.00,EUR,COMPLETED,185.71
Card Payment,Current,2022-10-03 02:09:33,,Grab,-0.05,0.00,EUR,REVERTED,
Deposit,Current,2022-10-04 13:26:09,2022-10-04 13:26:09,Payment from M  FAUCOMPRET REMI,1.00,0.00,EUR,COMPLETED,186.71
Transfer,Current,2022-10-04 13:38:20,2022-10-04 13:38:20,Revolut Bank UAB,150.00,0.00,EUR,COMPLETED,336.71
Deposit,Current,2022-10-04 14:25:40,2022-10-04 14:25:40,Payment from M  FAUCOMPRET REMI,200.00,0.00,EUR,COMPLETED,536.71
Transfer,Current,2022-10-04 14:30:59,2022-10-04 14:30:59,Revolut Bank UAB,-150.00,0.00,EUR,COMPLETED,386.71
ATM,Current,2022-10-03 12:27:25,2022-10-04 20:57:56,Cash withdrawal at Pgd Ly Nam De,-130.56,0.00,EUR,COMPLETED,256.15
ATM,Current,2022-10-04 15:57:27,2022-10-05 19:35:47,Cash withdrawal at Acb Atm Pgd Dong Da,-126.87,1.15,EUR,COMPLETED,128.13
Card Payment,Current,2022-10-08 08:23:39,,Grab,-0.72,0.01,EUR,REVERTED,
Deposit,Current,2022-10-08 15:44:36,2022-10-08 15:44:37,Payment from M  FAUCOMPRET REMI,200.00,0.00,EUR,COMPLETED,328.13
Card Payment,Current,2022-10-08 08:23:46,2022-10-08 22:28:09,Grab,-12.07,0.12,EUR,COMPLETED,315.94
ATM,Current,2022-10-10 05:16:41,,Cash withdrawal at 100000002004118,-85.50,0.00,EUR,REVERTED,
Deposit,Current,2022-10-10 08:01:28,2022-10-10 08:01:28,Payment from M  FAUCOMPRET REMI,300.00,0.00,EUR,COMPLETED,615.94
Card Payment,Current,2022-10-06 10:14:08,2022-10-10 20:50:00,The Press Club,-28.37,0.00,EUR,COMPLETED,587.57
Card Payment,Current,2022-10-07 15:22:41,2022-10-10 21:07:30,Kfc,-4.82,0.00,EUR,COMPLETED,582.75
Card Payment,Current,2022-10-09 10:05:10,2022-10-11 17:09:08,Grab,-15.67,0.16,EUR,COMPLETED,566.92
Card Payment,Current,2022-10-07 08:59:49,2022-10-11 17:41:03,Mirabelle Company,-35.82,0.00,EUR,COMPLETED,531.10
Card Payment,Current,2022-10-08 11:58:35,2022-10-12 11:24:02,IJOOZ,-1.44,0.01,EUR,COMPLETED,529.65
Card Payment,Current,2022-10-07 12:14:55,2022-10-12 11:32:40,Nguyen Thi Thu Trang,-40.67,0.00,EUR,COMPLETED,488.98
Card Payment,Current,2022-10-16 09:47:21,2022-10-17 18:20:57,Pacific Ip Servi,-17.87,0.18,EUR,COMPLETED,470.93
Transfer,Current,2022-10-25 09:50:49,2022-10-25 09:50:49,Revolut Bank UAB,113.00,0.00,EUR,COMPLETED,583.93
Transfer,Current,2022-11-18 13:22:00,2022-11-18 13:22:00,Revolut Bank UAB,-55.00,0.00,EUR,COMPLETED,528.93
Transfer,Current,2022-11-20 19:30:07,2022-11-20 19:30:07,Revolut Bank UAB,-18.00,0.00,EUR,COMPLETED,510.93
Transfer,Current,2022-11-25 12:21:17,2022-11-25 12:21:18,Revolut Bank UAB,4.00,0.00,EUR,COMPLETED,514.93
Transfer,Current,2022-12-17 15:17:13,2022-12-17 15:17:13,Revolut Bank UAB,7.00,0.00,EUR,COMPLETED,521.93
Transfer,Current,2022-12-17 18:05:58,2022-12-17 18:05:58,Revolut Bank UAB,3.00,0.00,EUR,COMPLETED,524.93
Transfer,Current,2022-12-23 13:46:03,2022-12-23 13:46:06,To Remi Faucompret,-100.00,0.00,EUR,COMPLETED,424.93
Transfer,Current,2022-12-23 13:51:30,2022-12-23 13:51:34,To Remi Faucompret,-200.00,0.00,EUR,COMPLETED,224.93
Transfer,Current,2022-12-24 20:38:11,2022-12-24 20:38:11,Revolut Bank UAB,-102.50,0.00,EUR,COMPLETED,122.43
Transfer,Current,2022-12-25 23:37:55,2022-12-25 23:37:55,Revolut Bank UAB,65.00,0.00,EUR,COMPLETED,187.43
Transfer,Current,2022-12-30 12:28:08,2022-12-30 12:28:08,"Revolut France, succursale de Revolut Bank UAB",17.60,0.00,EUR,COMPLETED,205.03
Transfer,Current,2022-12-31 13:11:01,2022-12-31 13:11:01,"Revolut France, succursale de Revolut Bank UAB",-5.00,0.00,EUR,COMPLETED,200.03
